sentence,sentiment,predicted_sentiment
""" I sincerely believe that this unfortunate choice in giving the honour to such a controversial figure as Ramos Horta ...",0,0
"will exacerbate the problem in finding a solution ( to East Timor ) , "" Alatas said on Friday .",0,0
"He was responding to questions at a news conference called to discuss next week s""      the Organisation of the Islamic Conference ( OIC ) in Jakarta .",0,0
"Ramos Horta has been a vocal leader of the opposition to Jakarta s""         ",1,1
"Belo and Ramos Horta were awared the prize for their efforts to secure a peaceful solution to the issue of East Timor , a former Portuguese colony which Indonesia invaded in 1975 and annexed the following year .",1,1
"The United Nations has never recognised Jakarta s""  .",0,0
"Alatas said the government s""        Peace Prize would have been different if it had been awarded solely to Belo .",0,0
"Asked if the Indonesian ambassador to Norway would have attended the ceremony if only Belo had been involved , Alatas replied : "" Probably , yes , but that is a hypothetical question . """,0,0
"Alatas said on Tuesday that on his way back from Oslo , Belo would visit the Vatican to see the Pope , and would also meet German Chancellor Helmut Kohl in Bonn .",1,1
"Kohl had wanted to meet Belo during the chancellor official visit to Indonesia last month , but the bishop was too busy in East Timor to come to Jakarta .",0,0
China to open port in Hainan to foreign ships .,1,0
BEIJING 1996-12-06,1,0
"China s""                  port in the southern province of Hainan permission to open to foreign vessels , the Xinhua news agency said on Friday .",0,1
Xinhua did not say when Qinglan port in Wenchang city would be opened to foreign vessels .,0,0
"Wenchang has built a berth for 5,000 deadweight-tonne container ships at the port and invested 34 million yuan ( $ 4.1 million ) to dredge the harbour , Xinhua said .",1,0
It gave no further details .,0,1
( $ 1 = 8.3 yuan ),0,0
Government disperses protest with water cannons .,0,1
RANGOON 1996-12-07,1,0
"Burmese troops and riot police moved in to disperse a student street protest at a suburban road junction near the Ranyon ( Rangoon ) University early on Saturday , witnesses said .",0,0
They said police and troops used water cannons from fire engines to subdue about 120 university students sitting in at the centre of the junction at about 3 a.m. before they moved in to round them up .,0,0
"The students , who had staged an 11-hour protest at the junction in northern Rangoon , were taken away in three vehicles .",0,0
The witnesses said some of the students were hit with batons while they were herded onto the vehicles and it was believed they were taken to the Insein prison in suburban Rangoon .,0,0
"The protesting students , mostly from Rangoon University , were demanding the right to organise independent unions on campuses and the release of about 80 student leaders currently in jail .",0,0
They were among 500 students who started demonstrating at the intersection on late Friday afternoon .,1,1
The protest was the second major one in five days in the capital .,0,1
Burmese students march briefly out of campus .,0,0
Vithoon Amorn,0,1
RANGOON 1996-12-06,1,1
"About 200 Burmese students marched briefly from troubled Yangon Institute of Technology in northern Rangoon on Friday towards the University of Yangon six km ( four miles ) away , and returned to their campus , witnesses said .",0,0
Seven truckloads of armed riot police and three fire engines were on standby at one of the junctions near the institute .,0,0
There were no clashes .,1,1
""" They are now back in the YIT campus , "" an institute official who declined to be identified told Reuters by telephone .",0,1
One of two roads leading to the University of Yangon from the institute had been closed by authorities .,0,1
"But about 300 university students were still gathered outside the gates of their campus , witnesses said .",0,1
They were singing peacefully .,1,1
"On Monday and Tuesday , students from the institute and the university launched protests against what they said was unfair handling by police of a brawl between some of their colleagues and restaurant owners in October .",0,1
"On Tuesday and Wednesday , opposition leader Aung San Suu Kyi was restricted to her home by the military government to prevent her from being drawn into the protests .",0,1
She was allowed to move freely on Thursday .,1,1
The protest culminated at dawn on Tuesday with several hundred students being detained briefly by police in central Rangoon .,0,0
The street protests were the biggest seen in the capital since the student-led pro-democracry demonstrations of September 1988 when the junta crushed the uprising .,0,1
Thousands were killed or imprisoned .,0,1
"Earlier on Friday some of the students , who were held briefly by police during the protests earlier this week , said they were still dissatisfied with the military government .",0,1
They told Reuters they were unhappy that the ruling State Law and Order Restoration Council ( SLORC ) had not heeded their calls for the right to organise independent unions on campus .,0,0
""" We still want government answers to our demands .",0,0
"We want police punishment to be published in newspapers , "" one student said .",0,1
But the students stressed their protests were non-political and they had no contact with Suu Kyi National League for Democracy ( NLD ) .,0,1
"Suu Kyi , a Nobel laureate and daughter of independence hero Aung San , and key NLD officials have also denied any link with the students .",0,1
"But they have said both parties had a "" moral link "" in that they were against police brutality and injustice .",0,1
The students also demanded the government announce punishments meted out to policemen who they said had manhandled students involved in a brawl with some restaurant owners near the Yangon institute in October .,0,0
The students appealed to the government not to close the institute because of their latest demonstration .,0,1
The institute was shut for nearly two years after the 1988 uprising .,0,1
"On Friday , the road leading to Suu Kyi s""  residence in central Rangoon remained closed by police .",0,1
Union leaders outraged by WTO snub to ILO head .,0,1
SINGAPORE 1996-12-06,1,1
"International trade union leaders on Friday expressed outrage that the head of the International Labour Organisation ( ILO ) had been barred from speaking at next week s""         ",0,1
"Bill Jordan , general secretary of the International Confederation of Free Trade Unions ( ICFTU ) , told a news conference the withdrawal of a WTO invitation to ILO director general Michel Hansenne was "" outrageous behaviour on the part of an organisation that wants to command respect in the world "" .",0,1
Jordan said a small group of developing nations that oppose linking trade talks and labour conditions had pressured World Trade Organisation ( WTO ) officials to prevent Hansenne from taking the platform to urge such links .,0,1
""" It is to their shame that those who are responsible for encouraging this meeting responded ( to the pressure ) in silencing him , "" Jordan said after the opening of an ICFTU conference on international labour standards and trade .",0,0
The three-day trade union conference in Singapore hopes to push labour issues onto the WTO agenda .,1,0
"Jordan said the WTO s""          the issue of trade and labour .",1,0
"The ICFTU said it wanted the WTO conference beginning on Monday to outlaw forced and child labour , end discrimination in hiring , and guarantee the right to join a union .",0,0
"Bill Brett , chairman of the ILO Workers Group , told Reuters before the news conference he was "" not too surprised , but very disappointed "" that the speaking invitation had been withdrawn .",0,1
""" Some governments are very determined to stop the issue ( of trade and labour rights ) being discussed , "" he said , adding that the Association of Southeast Asian Nations ( ASEAN ) seemed particularly hostile to the ILO agenda .",0,0
"ASEAN groups Brunei , Indonesia , Malaysia , the Philippines , Singapore , Thailand and Vietnam .",1,0
"The ILO wants a trade and labour rights "" social clause "" included in the final ministerial statement issued by WTO leaders at the end of the meeting , the organization s""       ",0,1
"Speaking to ICFTU delegates , Richard Eglin , director of the WTO secretariat , said the WTO was capable of making a significant contribution to governmental efforts to solve social problems .",1,0
"But he said the WTO s""      it difficult to impose on its members a social clause such as that called for by the ILO .",0,1
Indian rubber demand seen outstripping production .,0,0
SINGAPORE 1996-12-06,1,1
"Indian rubber demand is seen outpacing local production in the 1996/97 April / March season and the trend will persist way into the next century , the chairman of the Rubber Board of India said on Friday .",0,0
"K.J. Matthew said at the Asia Rubber Markets meeting here Indian production of natural rubber in 1996/97 will reach 547,000 tonnes against projected demand of 578,000 tonnes , a gap of 31,000 tonnes .",0,1
"For synthetic rubber , production reached 68,200 tonnes in 1995/96 while consumption in the same season hit 134,085 tonnes , Matthew added .",1,1
""" Though schemes designed to realise further increases in the production of natural rubber are being operated successfully , the demand-supply gap is expected to widen , "" he said .",0,0
"Indian synthetic rubber output is not expected to rise significantly in the next season but demand will rise to 145,000 tonnes .",1,0
"Matthew estimates that by the 2000/01 season , the gap between natural rubber output and consumption will rise to 51,000 tonnes and 319,000 tonnes in 2010/11 .",0,0
"Natural rubber production will go up to 695,000 tonnes in 2000/01 against consumption of 746,000 tonnes .",0,1
"In 2010/11 , domestic demand should rise further to 1.233 million tonnes while production will only reach about 914,000 tonnes .",0,1
"One way to bridge the widening gap is to put more land under cultivation which the Rubber Board official estimates will reach 220,000 hectares between now and the year 2003 although Matthew said this may not be possible at this time in India .",0,0
""" The development objective for the rubber plantation industry will be to increase production to the best extent possibly with a view to minimising imports of natural rubber , "" he said .",1,1
-- Singapore Newsroom ( 65-8703305 ),0,1
"Japan s""               ",1,1
George Nishiyama,1,0
TOKYO 1996-12-06,1,0
"Comments by Japan s""        and an influential top bureaucrat are further signs that the nation s""          dollar at current levels , market sources said on Friday .",1,0
"In a rare expression of a view on currencies by the Bank of Japan ( BOJ ) governor , Yasuo Matsushita was quoted in Japan s""        Friday as saying that he sees no further , immediate fall in the yen .",1,0
"This followed a widely watched television appearance late on Thursday by Eisuke Sakakibara , a high-ranking Finance Ministry official , who denied he had said he wants to guide the dollar lower to between 108 and 110 yen .",0,0
"But many in the market thought Sakakibara s""  intentions lay elsewhere , and took more notice of his comments about the U.S. government s""    the dollar , dealers said .",0,0
""" I think his views on ( U.S. Treasury Secretary Robert ) Rubin s""          himself thinks about the dollar , "" said Hank Note , chief dealer at Sumitomo Bank .",0,0
"Asked about Rubin s""            in U.S. interests , Sakakibara said the remark does not necessarily mean the United States supports a stronger dollar .",0,0
""" It s""             ",1,1
"In that sense , the comments are not pointing to a certain direction , "" he said .",0,1
""" It shows that Sakakibara is not for a stronger dollar either , "" said Sumitomo s""   ",0,1
"Takao Sakoh , first vice president at Union Bank of Switzerland in Tokyo , said : "" Maybe a dollar at 104.50 yen is not acceptable ( to Sakakibara ) , but it may be okay at the current level , at the lower end of 112 yen . """,0,1
"Market participants have kept a close eye on Sakakibara , chief of the ministry s""      , as a comment he made in November after the dollar hit this year s""            currency down sharply .",0,1
"He had said then that the market s""      s""                it was stronger than the market thought .",1,0
"Dealers have come to refer to 115 yen as the "" Sakakibara ceiling "" for the dollar following the remark .",0,1
"Adding to the comments by "" Mr Yen "" , as Sakakibara is known for his prominence in the currency market , was BOJ governor Matsushita s""   ",0,1
""" The recent level of the yen exchange rate has been stable , and it does not appear to be moving towards a further depreciation of the yen immediately , so import prices are likely to stabilise at current levels , "" Matsushita said in an interview with the Nihon Keizai Shimbun .",0,1
""" The fact that he touched on the issue of inflation triggered by import prices shows that the BOJ does not want a further depreciation of the yen , past 115 yen , "" said Yasuhito Kawashima , chief forex manager at Toyo Trust & Banking Co .",0,1
"Some said the central bank may have been concerned a weaker yen would lead to unfounded pessimism about Japan s""   ",0,1
""" There was concern that foreign investors may sell Japanese stocks if the dollar goes above 115 yen .",0,1
"The BOJ does not want the yen s""      to pessimism over the economy , "" said Taisuke Tanaka , market strategist with Credit Suisse in Tokyo .",0,1
"Senior BOJ officials have separately said financial markets ""                .",0,1
""" I realise there are negative views in the markets about the impact of the consumption tax hike and drop in public spending , but the markets appear to be exaggerating the magnitude of the negative impact , "" a senior BOJ official told Reuters on Friday .",0,1
The consumption tax is due to raised in April from three to five percent .,0,1
Lebanon sentences pro-Israeli warlord to death .,0,1
Haitham Haddadin,1,1
BEIRUT 1996-12-06,1,1
"A Lebanese military court on Friday sentenced to death in absentia the commander of Israel s""  militia in south Lebanon on treason charges .",0,1
"The court convicted General Antoine Lahd , head of the South Lebanon Army ( SLA ) , of collaborating with Israel with which Lebanon is officially at war .",0,0
"Lahd , a 69-year-old former Lebanese army major-general , heads the 3,000-strong SLA militia which helps Israel hold a border zone in south Lebanon to ward off cross-frontier guerrilla raids on northern Israel .",1,0
Lahd said a few days after the trial began on February 16 that Lebanese authorities must drop the charges or risk blocking any peace deal with the Jewish state .,0,0
He said Israel was capable of pressuring Lebanon Syrian-backed government to stop the legal pursuit .,0,0
"The charges against Lahd were : forming a hostile army , carrying weapons on Israel s""      Israel strip off a part of Lebanese territory by violence , forming an armed gang , killing or trying to kill Lebanese civilians by artillery shelling and kidnapping Lebanese citizens for long periods .",0,1
"Shortly before Lahd s""          military prosecutor charged another 89 former Lebanese army soldiers with collaborating with Israel .",0,0
"No date has been set for the trial of the men , all members of the SLA living in the Israeli-held zone in south Lebanon .",0,1
Israel and Lahd have repeatedly demanded safety guarantees for the SLA -- a mixed Moslem force -- which the Jewish states regards as loyal allies .,0,1
Israel has said the Lebanese army must incorporate the SLA fighters into its ranks as an army brigade as a condition for peace .,0,1
But Lebanese political analysts have said that would be out of the question and Lebanese authorities pre-empted the issue by taking legal action against Lahd .,0,1
"Former Israeli Prime Minister Shimon Peres , calling Lahd "" a great Lebanese patriot "" , said earlier this year Lebanon had insulted the SLA commander by ordering his arrest on the treason charges .",0,1
"Peres , who was ousted in May by rightwing Israeli leader Benjamin Netanyahu , said there could not be real negotiations with Lebanon "" unless it will stop the maltreatment of the SLA and its commanders . """,0,1
"The Beirut military court also sentenced to life in jail in absentia Etian Saqr , former head of the pro-Israeli Guardians of the Cedars , a small rightwing Christian civil war militia .",0,1
"Saqr , whose trial was concurrent with Lahd s""  was convicted of "" contacting the Israeli enemy , passing information to Israel and undertaking hostile acts against Lebanon "" .",0,0
Texas / w Okla fed cattle market thin at $ 67 - USDA .,0,0
AMARILLO 1996-12-06,1,0
"Trade was slow in the Panhandle area Friday , USDA said .",0,1
Slaughter steers and heifers were $ 1.00 per cwt lower .,0,0
Feedlots reporting moderate inquiry .,0,0
"Sales reported on 8,200 head slaughter steers and 1,000 heifers ; following weekly movement of 71,200 head .",0,0
Note - all cattle prices based on net weights FOB the feedlot after a 4 percent shrink .,0,0
Slaughter Steers - Select and Choice 2-3 1150-1200 lbs 67.00 .,1,1
Slaughter Heifers - Select and Choice 2-3 1050-1100 lbs 67.00 .,0,1
"Confirmed - 9,300 Week Ago - None Year Ago - None",0,1
( ( Chicago newsdesk 312 408 8720 ) ),0,1
USDA daily cattle and hog slaughter - Dec 6 .,0,0
Est daily livestock slaughter under Fed inspection - USDA,0,1
CATTLE CALVES HOGS,0,0
"Friday 12/06/96 ( est ) 132,000 7,000 359,000",1,1
"Week ago ( est ) 130,000 6,000 346,000",0,1
"Year ago ( act ) 132,000 6,000 336,000",1,1
"Saturday 12/07/96 ( est ) 38,000 0 18,000",0,0
"Week to date ( est ) 688,000 31,000 1,810,000",0,0
"Same Period Last Week ( est ) 601,000 26,000 1,547,000",0,1
"Same Period Last Year* ( act ) 685,000 31,000 1,914,000",0,1
"1996 Year to date 33,549,000 1,589,000 84,894,000",1,1
"1995 Year to date* 32,970,000 1,305,000 88,800,000",1,1
Percent change 1.8 % 21.8 % - 4.4 %,1,0
*1995 totals adjusted to reflect NASS revisions 1996 Totals are subject to revision Yearly totals may not add due to rounding .,0,1
Previous day estimated Steer and Heifer Cow and Bull,0,0
"Thursday 100,000 33,000",1,0
"BALANCE - Hartford , Conn .",1,1
", $ 11 mln .",0,1
"CITY OF HARTFORD , CONNECTICUT",1,0
"RE : $ 25,000,000",0,0
GENERAL OBLIGATION BONDS,1,1
"MOODY S""                 ",0,0
Delivery Date : 12/16/1996,0,1
FSA INSURED,0,1
Maturity Balance Coupon List,1,0
"12/15/2000 1,250M 6.25 4.10",1,0
12/15/2001 575M 4.60 4.20,0,1
12/15/2003 265M 4.40 4.40,1,0
12/15/2004 625M 4.50 4.50,0,0
12/15/2005 55M 4.60 4.60,0,1
12/15/2006 145M 4.70 4.70,0,0
12/15/2007 850M 4.85 4.85,1,1
"12/15/2008 1,200M 4.95 4.95",1,1
"12/15/2009 1,240M 5.05 5.05",1,1
"12/15/2010 1,250M 5.15 5.15",1,1
"12/15/2011 1,240M 5.25 5.25",1,1
"12/15/2012 1,200M 5.25 5.30",1,0
"12/15/2013 1,135M 5.30 5.35",1,1
12/15/2014 850M 5.30 5.35,1,0
"Total : 11,880M",1,0
State Street Bank and Trust Company,1,1
Prudential Securities Incorporated,1,1
PaineWebber Incorporated,1,1
First Union Capital Markets Corp. - NJ,1,0
"-- U.S. Municipal Desk , 212-859-1650",0,0
"14 years later , Florida man dies for killing .",0,1
"TALLAHASSEE , Fla. 1996-12-06",0,1
"Fourteen years after he bludgeoned and shot a man whose trailer home he robbed in 1982 , John Mills Jr .",0,1
", 41 , was put to death in Florida s""  chair Friday .",0,1
"As Glenn Lawhon , a rural Florida minister who is the victim s""              pronounced dead at 7:13 a.m. EST ( 1213 GMT ) for the murder of Lester Lawhon .",0,0
"Speaking in Arabic , Mills made a final statement before an anonymous citizen flipped the switch that sent 2000 volts of electricity through his body , said Department of Corrections spokesman Eugene Morris , who was present at the execution .",0,0
""" I bear witness that there is no God but Allah and I bear witness that the prophet Mohammed is the messenger of God , "" he quoted Mills as saying .",1,1
"Prison officials said they had no record of Mills official conversion , but they said that , on May 14 , 1991 , he had asked that a new name , Yuhanna Abdullah Muhammed , be added to his prison file , which is usually an indication of a conversion to Islam .",0,0
Mills is the 38th person to die in Florida electric chair since the U.S. Supreme Court reversed itself in 1976 and legalised the death penalty .,1,1
"Prison officials said Mills made no special request for a last meal and did not eat the steak , fried potatoes and orange juice offered him .",0,1
"He spent Thursday with family members and his spiritual adviser , Morris said .",1,0
Mills was scheduled to die Wednesday but had his sentence temporarily postponed by the Florida Supreme Court .,0,1
"On Thursday , the 11th Circuit U.S. Court of Appeals in Atlanta denied his appeal in federal court .",0,0
"In March 1982 , Mills and accomplice Michael Frederick knocked on the door of Lester Lawhon s""    an attempt to rob it , police said .",0,0
Lester Lawhon was taken to a nearby airstrip where he was bludgeoned with a tire iron .,0,1
Mills then fired two shots that killed Lawhon as the victim tried to run away .,0,1
Frederick is serving a 347-year sentence .,0,1
New York grain freight fixtures - Dec 5 .,0,1
NEW YORK 1996-12-06,1,1
"Mana 50,000 tonnes soybeans USG / China 10-15/12 $ 23.50 10,000 / 4,000 GeePee .",0,0
-- New York Commodities Desk +1 212 859 1640,0,1
"Iowa-S Minn fed cattle market quiet , no sales-USDA .",0,0
DES MOINES 1996-12-06,1,0
"Slaughter steers and heifers not tested , compared with Thursday s""         ",0,1
Trade slow .,0,0
Demand and seller interest light .,1,0
Offerings light .,1,1
Steers - Select and Choice 2-4 no sales .,0,1
Heifers - Select and Choice 2-4 no sales .,0,0
Carcass Basis ( weight only ) Compared Thursdays Close - Slaughter steers and heifers not tested .,0,1
Steers - Select and Choice 2-4 no sales .,0,0
Holstein - ( weight only ) Select to mostly Choice 2-3 1250-1400 lbs no sales .,0,1
Holsteins - ( grade and weight ) Choice 2-3 1250-1450 lbs no sales Select 2-3 1250-1450 lbs no sales .,0,1
Heifers - Select and Choice 2-4 no sales .,0,0
Confirmed - None Week Ago - 800 Year Ago - 900,1,1
Wk to Date - None Week Ago - 800 Year Ago - 900,0,1
( ( Chicago newsdesk 312-408-8720 ) ),0,1
"Man stole pigs , tipped strippers , gets 10 years .",0,1
"APPLETON , Wis .",1,0
1996-12-06,1,1
"A farmhand used the proceeds from stolen pigs to lavish tips on dancers at strip clubs and offered one $ 3,000 to pay for breast implant surgery , authorities said Friday .",0,1
"In sentencing Darrel Voeks , 38 , to a 10-year prison term on Thursday , Outagmie County Circuit Court Judge Dennis Luebke said he was "" a thief by habit . """,0,0
""" You are self-indulgent .",0,1
"You are narcissitic , "" Luebke said at the sentencing , adding Voeks should pay restitution of more than $ 100,000 to the farming family who had hired him .",0,0
"Voeks , who was already on probation for prior pig thefts , pleaded that he was trying to pay bills for his ex-wife and children .",0,0
But the court heard that receipts showed much of the money went to dancers at strip clubs where he was known as a big tipper .,0,1
"One stripper said Voeks offered to give her $ 3,000 for breast implant surgery .",0,0
Canadian grain statistics weekly .,0,1
"CHICAGO , Dec 6 ( Reuter ) Statistics for the week ending December 1 in 000 s""   ",0,1
- Canadian Grain Commission,0,1
Visible Supplies Farmers Deliveries,1,1
Curr Wk Yr Ago Curr Wk Yr to Date Yr Ago,0,0
Wheat 4320.2 3909.3 288.5 6278.9 5580.0,0,1
Durum 1168.9 1225.0 44.3 965.3 1069.6,0,0
Oats 286.5 284.6 31.9 937.3 581.2,0,1
Barley 1074.0 1104.8 178.0 2531.4 1897.1,0,0
Rye 44.6 86.3 2.3 108.2 119.2,1,1
Flax 165.2 181.9 14.9 231.4 332.9,0,1
Canola 646.6 769.4 60.5 1902.0 2147.6,0,1
Corn 79.6 163.5 9.4 95.7 252.0,0,1
Total 7785.8 7724.8 629.8 13050.2 11979.6,0,0
Exports Domestic Disappearance,0,1
Curr Wk YTD Yr Ago Curr Wk YTD Yr Ago,0,1
Wheat 387.4 4677.8 4553.6 55.2 1039.7 846.1,0,0
Durum 129.0 1515.9 1220.6 4.6 75.8 73.3,0,1
Oats 40.0 561.0 391.9 4.8 149.6 115.0,1,1
Barley 110.8 1203.4 506.0 48.2 941.0 786.6,0,1
Rye 4.1 60.7 57.9 3.0 10.7 18.9,0,0
Flax 7.2 154.1 235.7 1.1 22.2 15.7,0,1
Canola 47.1 988.1 1135.5 46.7 894.9 822.0,0,1
Corn 4.4 15.1 87.0 0.6 22.1 11.1,0,1
Total 730.0 9176.1 8188.2 164.2 3156.0 2686.7,0,0
"In addition , Statistics Canada indicated the following exports to the U.S. between August and September 1996 , in tonnes :",1,1
Oats Rye Flaxseed Canola Corn,0,0
"Exports 29,200 17,200 7,700 100 59,400",1,1
"Year Ago 47,000 24,300 8,700 8,200 12,200",1,1
( Chicago newsdesk 312 408 8720 ),0,0
NYMEX natgas ends sharply lower on weather outlook .,0,1
NEW YORK 1996-12-06,1,1
"NYMEX Henry Hub natgas futures settled significantly lower Friday , pressured early by profit taking and driven even lower late by the National Weather Service s""                   ",0,1
January ended 29.7 cents lower at $ 3.487 per million British thermal units after dipping to a low of $ 3.46 .,0,0
Feb settled down 22 cents at $ 3.186 .,0,0
Most others also were down .,0,0
""" Weather forecasts have been sketchy .",0,1
"Now the National Weather Service is calling for above-normal temperatures in more than half of the U.S. , "" one futures trader said .",0,1
"In its forecast , the NWS said it expects above-normal temperatures "" over the lower 48 states "" from December 12 through December 16 .",0,0
"With more room to the downside anticipated early next week , traders said support in January was at $ 3.47 , then $ 3.35 .",0,1
"The next backstops were seen at $ 3.11 and $ 3.04 , the low set on November 21 .",0,0
Resistance was pegged at the new contract high of $ 3.80 .,0,0
"In the cash market , Gulf Coast prices were around $ 3.60 shortly before nomination deadlines .",0,1
"Midcontinent prices were similarly lower in the $ 3.40s. New York city gate gas slipped into the $ 4.40s , down almost 15 cents .",0,1
"NYMEX said an estimated 35,662 Hub contracts traded , down from Thursday s""         ",0,0
"NYMEX Alberta natgas remained untraded , with January settling at $ 1.65 , off 10 cents from Thursday .",0,0
"Physical prices for the weekend at the AECO storage hub were also down about 10 cents in the C$ 1.92-1.97 per gigajoule , or $ 1.52-1.56 per mmBtu range , pressured by unseasonably mild weather in western Canada .",0,0
"NYMEX Permian natgas , also untraded , ended 10 cents lower at $ 2.90 .",0,1
"In congruence with futures , Permian cash prices for the weekend fell more than 10 cents to the high - $ 3.40s.",0,1
"On the KCBT , January finished 26.5 cents lower at $ 3.35 after dipping to a low of $ 3.33 earlier in the session .",0,0
"February was down 22 cents at the close , while other deferreds were 4.5 to nine cents lower .",0,1
The East / West spread narrowed by 3.2 cents to 13.7 cents ( NYMEX premium ) .,0,1
Physical prices at Waha for the weekend lost more than 15 cents to the low-to-mid $ 3.50s as milder weather moved into the Southwest .,0,0
"-- H McCulloch , New York Power Desk +212-859-1628",1,0
U.S. barges lightly quoted on call session .,0,0
ST. LOUIS 1996-12-06,1,0
U.S. barge rates were lightly quoted Friday on the St. Louis Merchants Exchange call session .,0,0
No barges traded versus no trades Thursday .,0,1
"- Two barges next week Illinois bid at a steady 130 percent of tariff , offered at 135 percent .",0,0
"- One barge , week of December 15 , lower Ohio bid 2-1/2 points higher at 105 percent , no offer .",0,0
"Two barges , week of January 5 , Illinois , offered five points lower at 195 percent , bid at 150 percent .",0,0
"- Five barges , 30-day open , mid-Mississippi ( McGregor and south ) bid at 160 percent , offered at 170 percent , no comparisons .",0,1
"- 36 barges , two each week May-August , Illinois , offered at 130 percent of tariff , no bid or comparison .",0,1
"- 36 barges , two each week May-August , mid-Mississippi offered at a steady 135 percent , bid at 120 percent ( basis one each week ) .",0,1
-- Chicago newsdesk 312-408 8720,0,1
CBOT grain / oilseed receipts and shipments .,0,1
CHICAGO 1996-12-06,1,1
"Grain and soybean receipts and shipments , in bushels , at delivery locations for the previous trading day , according to the Chicago Board of Trade -",0,1
Receipts Shipments,1,0
Wheat,0,1
Chicago 0 0,1,0
"St. Louis 21,346 0",1,1
"Toledo 61,514 0",1,0
Corn,0,1
"Chicago 78,056 0",1,1
"St. Louis 217,092 75,810",1,0
"Toledo 285,505 561,287",0,0
Oats,1,0
Chicago 0 0,1,1
"Minneapolis 306,364 153,231",1,0
Soybeans,1,1
"Chicago 8,674 484,018",1,1
"St. Louis 253,821 223,172",1,1
"Toledo 64,334 160,476",1,1
( ( Chicago Newsdesk 312-408-8720 ) ),0,1
Clinton to have more news conferences in 2nd term .,1,1
WASHINGTON 1996-12-06,1,1
"President Clinton aims to hold more news conferences in his second term and will have one Dec. 13 , the White House said Friday .",0,1
"The president had only two formal , full-blown news conferences last year , one in January and one after he won re-election in November , although he had various other limited sessions with the press .",0,0
"White House spokesman Mike McCurry said Clinton "" plans to have regular news conferences "" during his second term .",0,1
"But when asked how frequent these would be , he was evasive , saying , "" periodic , occasional . """,0,1
""" He enjoys the give and take "" with reporters , the spokesman added .",1,0
Action Performance to acquire firms .,1,0
"TEMPE , Ariz .",0,1
1996-12-06,1,1
Action Performance Cos Inc said Friday it has agreed to acquire Motorsport Traditions Ltd and Creative Marketing & Promotions Inc for about $ 13 million in cash and stock .,0,0
"The two firms to be acquired have about $ 25 million in annual revenues from the design , manufacture and sale and distribution of licensed motorsports products .",0,1
The deal is expected to close by the end of the year subject to due diligence and other customary closing conditions .,0,1
"Half of dog bites provoked , says American vet .",0,0
CHICAGO 1996-12-06,1,1
"As many as 1 million dog bites are recorded in the United States every year and half of them are provoked by humans , a veterinarian told fellow animal doctors on Friday .",0,1
"The Humane Society of the United States estimates that between 500,000 and one million bites are delivered by dogs each year , more than half of which are suffered by children .",0,1
""" Most bites can be prevented by teaching children how to respect a dog , "" Michael Cornwell of the Glencoe Animal Hospital in Columbus , Ohio , told the annual meeting of the American Veterinary Medical Association .",1,0
""" Let s""                  on them .",0,0
"Dogs and children do t""          .",0,1
"Let s""               ",0,1
Cornwell said 50 percent of reported bites were provoked by a person and 60 percent were suffered by children .,0,1
He also estimated that only 25 percent of bites were reported because medical attention was not needed .,0,0
"Don Rieck , president of the National Animal Control Association , said aggressiveness in dogs was related more to gender than breed and a male dog that had not been neutered was three times more likely to bite than an unspayed female .",0,0
"The five breeds credited with the most incidents were chow chows , Rottweilers , German shepherds , cocker spaniels and Dalmatians . """,0,1
The trends in dog bites by particular breeds have more to do with fad pets owned by individuals who need to have something unique .,0,1
"Speaking strictly of dogs , 15 years ago the macho fad pet was a Doberman .",0,0
"Today , Rottweilers are on the way up , "" Rieck said .",1,0
"If approached by a stray dog , children should be taught to stand still with fists folded underneath the neck , elbows in , and gaze forward until the dog goes away .",0,1
Iowa-S Minn feedlot cattle market not tested- USDA .,0,1
DES MOINES 1996-12-06,1,1
"Steers and heifers were not tested , compared with Thursday s""         ",0,1
Reported sales for Fri- None .,0,1
Week to Date - None .,0,0
( ( Chicago newsdesk 312-408-8720 ) ),0,1
Nebraska fed cattle roundup - USDA .,0,0
OMAHA 1996-12-06,1,1
Slaughter steers and heifers were not established Thursday .,0,0
Demand limited .,0,1
Seller interest light .,1,0
- USDA,1,0
Thursday 200 Last Week Holiday Last Year N / A,1,1
"Week to Date 3,500 Sm Pd Lst Wk 800 Sm Pd Lst Yr N / A",0,1
Dressed Basis Delivered not well tested .,0,1
"Dressed Basis Steers : Few Select and Choice 2-3 , 1200-1300 lbs 112.00 ; load early 114.00 .",0,1
"Dressed Basis Heifers : Few Select and Choice 2-3 , 1100-1200 lbs 112.00 .",0,0
Four Africans said to vie for top U.N. post .,1,0
Evelyn Leopold,1,1
UNITED NATIONS 1996-12-06,1,1
Four African states are ready to nominate candidates for the post of U.N. secretary-general on Friday now that Boutros Boutros-Ghali has temporarily put aside his bid for re-election .,1,0
"The nominees , according to diplomats , are : Kofi Annan of Ghana , the U.N. undersecretary-general for peacekeeping ; Ahmedou Ould Abdallah of Mauritania , the former U.N. special envoy for Burundi ; Amara Essy of the Ivory Coast , its foreign minister and the U.N. General Assembly president in 1994-95 ; and Hamid Algabid of Niger , the secretary-general of the Organisation of the Islamic Conference .",1,0
"Representatives of the U.N. missions of Ghana , the Ivory Coast , Mauritania and Niger have scheduled a meeting with Security Council president Paolo Fulci of Italy to hand in the nominations in writing , the envoys said .",1,1
It was not known if other candidates would step forward .,0,1
